,source,target,weight,BinaryWeight
338,1435,0,1,1
339,2497,0,1,1
340,2783,0,1,1
341,586,0,1,1
342,2779,0,1,1
343,2778,0,1,1
344,304,0,1,1
345,943,0,1,1
346,2128,0,1,1
347,682,0,1,1
348,41,0,1,1
349,1135,0,1,1
350,1282,0,1,1
351,2126,0,1,1
352,2092,0,1,1
353,1283,0,1,1
354,71,0,1,1
355,263,0,1,1
356,2755,0,1,1
357,1284,0,1,1
358,612,0,1,1
359,303,0,1,1
360,1281,0,1,1
361,3458,0,1,1
362,1474,0,1,1
363,2745,0,1,1
364,1714,0,1,1
365,733,0,1,1
366,2107,0,1,1
367,1922,0,1,1
368,1464,0,1,1
369,2741,0,1,1
370,2116,0,1,1
371,1719,0,1,1
372,89,0,1,1
373,2730,0,1,1
374,1456,0,1,1
375,2724,0,1,1
376,2108,0,1,1
377,542,0,1,1
378,2101,0,1,1
379,711,0,1,1
380,230,0,1,1
381,2686,0,1,1
382,1707,0,1,1
383,1128,0,1,1
384,75,0,1,1
385,2064,0,1,1
386,1250,0,1,1
387,1247,0,1,1
388,724,0,1,1
389,2558,0,1,1
390,506,0,1,1
391,1941,0,1,1
392,1231,0,1,1
393,533,0,1,1
394,993,0,1,1
395,502,0,1,1
396,2447,0,1,1
397,845,0,1,1
398,0,159,10,1
399,0,1027,7,1
400,0,308,5,1
401,0,10,5,1
402,0,593,5,1
403,0,1315,5,1
404,0,1391,4,1
405,0,1582,4,1
406,0,887,4,1
407,0,636,4,1
408,0,1519,4,1
409,0,17,4,1
410,0,34,4,1
411,0,1900,3,1
412,0,43,3,1
413,0,9,3,1
414,0,782,3,1
415,0,820,3,1
416,0,111,3,1
417,0,963,3,1
418,0,88,3,1
419,0,19,3,1
420,0,255,3,1
421,0,222,3,1
422,0,1880,2,1
423,0,350,2,1
424,0,195,2,1
425,0,415,2,1
426,0,1876,2,1
427,0,86,2,1
428,0,2366,2,1
429,0,3253,2,1
430,0,1572,2,1
431,0,246,2,1
432,0,1352,2,1
433,0,492,2,1
434,0,1357,2,1
435,0,1176,2,1
436,0,1537,2,1
437,0,2295,2,1
438,0,221,2,1
439,0,2281,2,1
440,0,2112,2,1
441,0,2259,2,1
442,0,70,2,1
443,0,141,2,1
444,0,2248,2,1
445,0,1518,2,1
446,0,2226,2,1
447,0,1495,2,1
448,0,518,2,1
449,0,1492,2,1
450,0,1314,2,1
451,0,1749,2,1
452,0,155,2,1
453,0,8,2,1
454,0,1723,2,1
455,0,21,2,1
456,0,14,2,1
457,0,254,2,1
458,0,1266,2,1
459,0,1260,2,1
460,0,56,2,1
461,0,709,2,1
462,0,471,2,1
463,0,151,2,1
464,0,1951,2,1
465,0,1605,2,1
466,0,378,2,1
467,0,3,2,1
468,0,562,2,1
469,0,112,2,1
470,0,743,1,1
471,0,624,1,1
472,0,3421,1,1
473,0,3420,1,1
474,0,3417,1,1
475,0,3401,1,1
476,0,249,1,1
477,0,248,1,1
478,0,2426,1,1
479,0,3413,1,1
480,0,1589,1,1
481,0,3354,1,1
482,0,2304,1,1
483,0,1899,1,1
484,0,3384,1,1
485,0,1146,1,1
486,0,376,1,1
487,0,1071,1,1
488,0,95,1,1
489,0,117,1,1
490,0,3374,1,1
491,0,3366,1,1
492,0,1023,1,1
493,0,708,1,1
494,0,3348,1,1
495,0,1579,1,1
496,0,544,1,1
497,0,145,1,1
498,0,1197,1,1
499,0,1588,1,1
500,0,3340,1,1
501,0,3338,1,1
502,0,2401,1,1
503,0,2400,1,1
504,0,1381,1,1
505,0,3334,1,1
506,0,3316,1,1
507,0,3328,1,1
508,0,3331,1,1
509,0,3329,1,1
510,0,1866,1,1
511,0,1196,1,1
512,0,3318,1,1
513,0,1884,1,1
514,0,1861,1,1
515,0,1885,1,1
516,0,648,1,1
517,0,153,1,1
518,0,3315,1,1
519,0,616,1,1
520,0,3312,1,1
521,0,3299,1,1
522,0,1521,1,1
523,0,2390,1,1
524,0,895,1,1
525,0,3297,1,1
526,0,461,1,1
527,0,3294,1,1
528,0,431,1,1
529,0,3291,1,1
530,0,3289,1,1
531,0,2382,1,1
532,0,1194,1,1
533,0,3282,1,1
534,0,1874,1,1
535,0,3278,1,1
536,0,2377,1,1
537,0,1578,1,1
538,0,290,1,1
539,0,453,1,1
540,0,2374,1,1
541,0,291,1,1
542,0,157,1,1
543,0,3255,1,1
544,0,1845,1,1
545,0,3258,1,1
546,0,1065,1,1
547,0,1060,1,1
548,0,3252,1,1
549,0,1859,1,1
550,0,3246,1,1
551,0,2367,1,1
552,0,150,1,1
553,0,3244,1,1
554,0,1573,1,1
555,0,289,1,1
556,0,1569,1,1
557,0,3232,1,1
558,0,890,1,1
559,0,1855,1,1
560,0,114,1,1
561,0,3214,1,1
562,0,482,1,1
563,0,1364,1,1
564,0,3210,1,1
565,0,3209,1,1
566,0,3188,1,1
567,0,3192,1,1
568,0,1846,1,1
569,0,3201,1,1
570,0,2350,1,1
571,0,1062,1,1
572,0,2351,1,1
573,0,1050,1,1
574,0,3172,1,1
575,0,1842,1,1
576,0,3162,1,1
577,0,1185,1,1
578,0,3519,1,1
579,0,2341,1,1
580,0,3138,1,1
581,0,3166,1,1
582,0,458,1,1
583,0,2337,1,1
584,0,1841,1,1
585,0,2333,1,1
586,0,3155,1,1
587,0,816,1,1
588,0,1839,1,1
589,0,3140,1,1
590,0,1520,1,1
591,0,3148,1,1
592,0,2323,1,1
593,0,1838,1,1
594,0,3142,1,1
595,0,3147,1,1
596,0,3141,1,1
597,0,1059,1,1
598,0,3609,1,1
599,0,1354,1,1
600,0,3133,1,1
601,0,173,1,1
602,0,2314,1,1
603,0,1355,1,1
604,0,3123,1,1
605,0,1834,1,1
606,0,295,1,1
607,0,1179,1,1
608,0,3117,1,1
609,0,1541,1,1
610,0,3112,1,1
611,0,3110,1,1
612,0,3012,1,1
613,0,528,1,1
614,0,1825,1,1
615,0,3102,1,1
616,0,1821,1,1
617,0,3100,1,1
618,0,752,1,1
619,0,3082,1,1
620,0,3087,1,1
621,0,394,1,1
622,0,3083,1,1
623,0,332,1,1
624,0,1338,1,1
625,0,3067,1,1
626,0,3041,1,1
627,0,3077,1,1
628,0,595,1,1
629,0,1795,1,1
630,0,2280,1,1
631,0,3069,1,1
632,0,1441,1,1
633,0,3063,1,1
634,0,193,1,1
635,0,3061,1,1
636,0,700,1,1
637,0,3058,1,1
638,0,123,1,1
639,0,3605,1,1
640,0,3056,1,1
641,0,395,1,1
642,0,2275,1,1
643,0,2272,1,1
644,0,3047,1,1
645,0,522,1,1
646,0,2270,1,1
647,0,94,1,1
648,0,1524,1,1
649,0,2234,1,1
650,0,2260,1,1
651,0,1341,1,1
652,0,330,1,1
653,0,3026,1,1
654,0,3022,1,1
655,0,3025,1,1
656,0,372,1,1
657,0,67,1,1
658,0,1330,1,1
659,0,115,1,1
660,0,2146,1,1
661,0,3019,1,1
662,0,2251,1,1
663,0,178,1,1
664,0,3003,1,1
665,0,490,1,1
666,0,213,1,1
667,0,438,1,1
668,0,3009,1,1
669,0,2089,1,1
670,0,3005,1,1
671,0,809,1,1
672,0,1166,1,1
673,0,696,1,1
674,0,66,1,1
675,0,257,1,1
676,0,1792,1,1
677,0,2999,1,1
678,0,2998,1,1
679,0,1339,1,1
680,0,2995,1,1
681,0,2988,1,1
682,0,1042,1,1
683,0,553,1,1
684,0,1335,1,1
685,0,1336,1,1
686,0,2237,1,1
687,0,177,1,1
688,0,746,1,1
689,0,2965,1,1
690,0,2961,1,1
691,0,473,1,1
692,0,329,1,1
693,0,259,1,1
694,0,2951,1,1
695,0,454,1,1
696,0,2940,1,1
697,0,2946,1,1
698,0,2944,1,1
699,0,2941,1,1
700,0,622,1,1
701,0,1508,1,1
702,0,2925,1,1
703,0,28,1,1
704,0,2216,1,1
705,0,122,1,1
706,0,1509,1,1
707,0,1504,1,1
708,0,2926,1,1
709,0,803,1,1
710,0,2919,1,1
711,0,300,1,1
712,0,2781,1,1
713,0,2906,1,1
714,0,2908,1,1
715,0,957,1,1
716,0,1147,1,1
717,0,1501,1,1
718,0,2903,1,1
719,0,954,1,1
720,0,873,1,1
721,0,2897,1,1
722,0,1499,1,1
723,0,2197,1,1
724,0,1319,1,1
725,0,1759,1,1
726,0,1493,1,1
727,0,2177,1,1
728,0,2891,1,1
729,0,635,1,1
730,0,1033,1,1
731,0,275,1,1
732,0,2875,1,1
733,0,1317,1,1
734,0,258,1,1
735,0,2880,1,1
736,0,116,1,1
737,0,1491,1,1
738,0,2184,1,1
739,0,1312,1,1
740,0,1490,1,1
741,0,2869,1,1
742,0,1308,1,1
743,0,2180,1,1
744,0,2857,1,1
745,0,2176,1,1
746,0,1748,1,1
747,0,2847,1,1
748,0,1457,1,1
749,0,950,1,1
750,0,1028,1,1
751,0,2175,1,1
752,0,346,1,1
753,0,2845,1,1
754,0,2844,1,1
755,0,369,1,1
756,0,2172,1,1
757,0,2843,1,1
758,0,1301,1,1
759,0,2166,1,1
760,0,2836,1,1
761,0,516,1,1
762,0,2825,1,1
763,0,2165,1,1
764,0,2162,1,1
765,0,1741,1,1
766,0,2829,1,1
767,0,1294,1,1
768,0,2822,1,1
769,0,2631,1,1
770,0,2819,1,1
771,0,2813,1,1
772,0,795,1,1
773,0,1735,1,1
774,0,1024,1,1
775,0,1481,1,1
776,0,1482,1,1
777,0,2151,1,1
778,0,2809,1,1
779,0,2148,1,1
780,0,2807,1,1
781,0,2143,1,1
782,0,2805,1,1
783,0,1127,1,1
784,0,37,1,1
785,0,2800,1,1
786,0,735,1,1
787,0,2135,1,1
788,0,2794,1,1
789,0,2792,1,1
790,0,1287,1,1
791,0,1435,1,1
792,0,2497,1,1
793,0,3781,1,1
794,0,2785,1,1
795,0,2783,1,1
796,0,586,1,1
797,0,2782,1,1
798,0,2779,1,1
799,0,943,1,1
800,0,304,1,1
801,0,2778,1,1
802,0,2774,1,1
803,0,345,1,1
804,0,682,1,1
805,0,2771,1,1
806,0,2128,1,1
807,0,74,1,1
808,0,2770,1,1
809,0,174,1,1
810,0,1135,1,1
811,0,1282,1,1
812,0,2126,1,1
813,0,2766,1,1
814,0,2763,1,1
815,0,2762,1,1
816,0,2092,1,1
817,0,1283,1,1
818,0,71,1,1
819,0,263,1,1
820,0,2753,1,1
821,0,2755,1,1
822,0,1284,1,1
823,0,612,1,1
824,0,303,1,1
825,0,1281,1,1
826,0,3458,1,1
827,0,2751,1,1
828,0,2749,1,1
829,0,2745,1,1
830,0,585,1,1
831,0,2746,1,1
832,0,2118,1,1
833,0,1714,1,1
834,0,1474,1,1
835,0,733,1,1
836,0,2743,1,1
837,0,2107,1,1
838,0,1922,1,1
839,0,2742,1,1
840,0,1464,1,1
841,0,1719,1,1
842,0,2741,1,1
843,0,2116,1,1
844,0,89,1,1
845,0,2706,1,1
846,0,1456,1,1
847,0,2730,1,1
848,0,2724,1,1
849,0,2108,1,1
850,0,2712,1,1
851,0,154,1,1
852,0,542,1,1
853,0,2101,1,1
854,0,230,1,1
855,0,1707,1,1
856,0,2699,1,1
857,0,2686,1,1
858,0,1412,1,1
859,0,1128,1,1
860,0,2694,1,1
861,0,75,1,1
862,0,1444,1,1
863,0,2064,1,1
864,0,2618,1,1
865,0,2604,1,1
866,0,1250,1,1
867,0,2585,1,1
868,0,1116,1,1
869,0,299,1,1
870,0,1247,1,1
871,0,724,1,1
872,0,577,1,1
873,0,2558,1,1
874,0,506,1,1
875,0,1941,1,1
876,0,1231,1,1
877,0,41,1,1
878,0,533,1,1
879,0,993,1,1
880,0,502,1,1
881,0,2447,1,1
882,0,845,1,1
883,0,1,1,1
884,0,3526,-1,-1
885,0,3603,-1,-1
886,0,3735,-1,-1
887,0,3767,-1,-1
888,1367,1,10,1
889,163,1,10,1
890,243,1,10,1
891,61,1,10,1
892,2243,1,10,1
893,147,1,10,1
894,3581,1,10,1
895,51,1,10,1
896,263,1,10,1
897,158,1,10,1
898,65,1,10,1
899,19,1,10,1
900,59,1,10,1
901,584,1,10,1
902,96,1,10,1
903,2005,1,10,1
904,1420,1,10,1
905,352,1,10,1
906,41,1,10,1
907,36,1,10,1
908,50,1,9,1
909,184,1,9,1
910,37,1,9,1
911,3781,1,9,1
912,311,1,9,1
913,167,1,9,1
914,353,1,8,1
915,107,1,8,1
916,8,1,8,1
917,21,1,8,1
918,90,1,8,1
919,39,1,8,1
920,249,1,8,1
921,270,1,8,1
922,118,1,8,1
923,9,1,8,1
924,112,1,8,1
925,53,1,8,1
926,374,1,7,1
927,176,1,7,1
928,30,1,7,1
929,46,1,7,1
930,16,1,7,1
931,22,1,7,1
932,73,1,7,1
933,3,1,7,1
934,178,1,6,1
935,164,1,6,1
936,305,1,6,1
937,7,1,5,1
938,241,1,5,1
939,411,1,5,1
940,380,1,5,1
941,560,1,5,1
942,215,1,5,1
943,106,1,5,1
944,680,1,5,1
945,78,1,5,1
946,271,1,5,1
947,38,1,5,1
948,149,1,5,1
949,180,1,5,1
950,108,1,5,1
951,502,1,5,1
952,222,1,5,1
953,2403,1,4,1
954,23,1,4,1
955,18,1,4,1
956,6,1,4,1
957,347,1,4,1
958,10,1,4,1
959,472,1,4,1
960,1920,1,4,1
961,98,1,4,1
962,120,1,4,1
963,14,1,3,1
964,1379,1,3,1
965,29,1,3,1
966,72,1,3,1
967,84,1,3,1
968,188,1,3,1
969,786,1,3,1
970,132,1,3,1
971,1708,1,3,1
972,74,1,3,1
973,657,1,3,1
974,292,1,3,1
975,767,1,3,1
976,44,1,3,1
977,470,1,3,1
978,1631,1,3,1
979,280,1,2,1
980,268,1,2,1
981,95,1,2,1
982,2335,1,2,1
983,86,1,2,1
984,205,1,2,1
985,329,1,2,1
986,89,1,2,1
987,240,1,2,1
988,189,1,2,1
989,1493,1,2,1
990,3755,1,2,1
991,797,1,2,1
992,210,1,2,1
993,139,1,2,1
994,216,1,2,1
995,181,1,2,1
996,235,1,2,1
997,776,1,2,1
998,1097,1,2,1
999,105,1,2,1
1000,236,1,2,1
1001,43,1,2,1
1002,1400,1,2,1
1003,1408,1,2,1
1004,768,1,2,1
1005,1208,1,2,1
1006,916,1,2,1
1007,709,1,2,1
1008,113,1,1,1
1009,2697,1,1,1
1010,1126,1,1,1
1011,248,1,1,1
1012,1008,1,1,1
1013,1385,1,1,1
1014,172,1,1,1
1015,125,1,1,1
1016,42,1,1,1
1017,221,1,1,1
1018,646,1,1,1
1019,57,1,1,1
1020,4,1,1,1
1021,1155,1,1,1
1022,552,1,1,1
1023,169,1,1,1
1024,92,1,1,1
1025,144,1,1,1
1026,1522,1,1,1
1027,349,1,1,1
1028,88,1,1,1
1029,76,1,1,1
1030,1784,1,1,1
1031,165,1,1,1
1032,488,1,1,1
1033,24,1,1,1
1034,160,1,1,1
1035,1474,1,1,1
1036,82,1,1,1
1037,116,1,1,1
1038,145,1,1,1
1039,276,1,1,1
1040,69,1,1,1
1041,1486,1,1,1
1042,66,1,1,1
1043,174,1,1,1
1044,269,1,1,1
1045,586,1,1,1
1046,870,1,1,1
1047,388,1,1,1
1048,543,1,1,1
1049,2630,1,1,1
1050,671,1,1,1
1051,136,1,1,1
1052,423,1,1,1
1053,64,1,1,1
1054,1692,1,1,1
1055,474,1,1,1
1056,34,1,1,1
1057,448,1,1,1
1058,1997,1,1,1
1059,1976,1,1,1
1060,914,1,1,1
1061,62,1,1,1
1062,1956,1,1,1
1063,1634,1,1,1
1064,507,1,1,1
1065,2498,1,1,1
1066,2496,1,1,1
1067,298,1,1,1
1068,1224,1,1,1
1069,1231,1,1,1
1070,237,1,1,1
1071,2487,1,1,1
1072,1935,1,1,1
1073,381,1,1,1
1074,354,1,1,1
1075,1089,1,1,1
1076,1221,1,1,1
1077,20,1,1,1
1078,563,1,1,1
1079,2458,1,1,1
1080,773,1,1,1
1081,208,1,1,1
1082,1921,1,1,1
1083,503,1,1,1
1084,986,1,1,1
1085,2445,1,1,1
1086,985,1,1,1
1087,1602,1,1,1
1088,378,1,1,1
1089,445,1,1,1
1090,435,1,1,1
1091,511,1,1,1
1092,1,36,10,1
1093,1,37,9,1
1094,1,167,9,1
1095,1,3,9,1
1096,1,19,8,1
1097,1,766,8,1
1098,1,22,8,1
1099,1,39,8,1
1100,1,90,8,1
1101,1,112,8,1
1102,1,53,8,1
1103,1,107,7,1
1104,1,468,7,1
1105,1,249,7,1
1106,1,270,7,1
1107,1,470,7,1
1108,1,184,6,1
1109,1,187,6,1
1110,1,30,6,1
1111,1,311,6,1
1112,1,73,6,1
1113,1,118,6,1
1114,1,7,5,1
1115,1,380,5,1
1116,1,222,5,1
1117,1,256,5,1
1118,1,46,5,1
1119,1,16,5,1
1120,1,8,5,1
1121,1,149,5,1
1122,1,3578,5,1
1123,1,262,5,1
1124,1,41,5,1
1125,1,108,5,1
1126,1,488,4,1
1127,1,144,4,1
1128,1,106,4,1
1129,1,21,4,1
1130,1,472,4,1
1131,1,98,4,1
1132,1,164,3,1
1133,1,23,3,1
1134,1,6,3,1
1135,1,188,3,1
1136,1,786,3,1
1137,1,263,3,1
1138,1,65,3,1
1139,1,561,3,1
1140,1,269,3,1
1141,1,870,3,1
1142,1,14,3,1
1143,1,136,3,1
1144,1,74,3,1
1145,1,352,3,1
1146,1,20,3,1
1147,1,657,3,1
1148,1,44,3,1
1149,1,120,3,1
1150,1,9,3,1
1151,1,163,2,1
1152,1,1379,2,1
1153,1,2403,2,1
1154,1,1690,2,1
1155,1,13,2,1
1156,1,12,2,1
1157,1,138,2,1
1158,1,205,2,1
1159,1,18,2,1
1160,1,317,2,1
1161,1,560,2,1
1162,1,50,2,1
1163,1,89,2,1
1164,1,240,2,1
1165,1,1493,2,1
1166,1,76,2,1
1167,1,132,2,1
1168,1,69,2,1
1169,1,210,2,1
1170,1,680,2,1
1171,1,271,2,1
1172,1,861,2,1
1173,1,139,2,1
1174,1,216,2,1
1175,1,181,2,1
1176,1,250,2,1
1177,1,1097,2,1
1178,1,105,2,1
1179,1,502,2,1
1180,1,1408,2,1
1181,1,445,2,1
1182,1,768,2,1
1183,1,1208,2,1
1184,1,916,2,1
1185,1,709,2,1
1186,1,1631,2,1
1187,1,2005,2,1
1188,1,2697,1,1
1189,1,1126,1,1
1190,1,646,1,1
1191,1,125,1,1
1192,1,42,1,1
1193,1,241,1,1
1194,1,86,1,1
1195,1,4,1,1
1196,1,110,1,1
1197,1,1155,1,1
1198,1,15,1,1
1199,1,411,1,1
1200,1,3464,1,1
1201,1,94,1,1
1202,1,84,1,1
1203,1,2,1,1
1204,1,218,1,1
1205,1,92,1,1
1206,1,17,1,1
1207,1,349,1,1
1208,1,267,1,1
1209,1,88,1,1
1210,1,1784,1,1
1211,1,305,1,1
1212,1,24,1,1
1213,1,160,1,1
1214,1,51,1,1
1215,1,96,1,1
1216,1,82,1,1
1217,1,116,1,1
1218,1,145,1,1
1219,1,2838,1,1
1220,1,1486,1,1
1221,1,66,1,1
1222,1,174,1,1
1223,1,586,1,1
1224,1,1474,1,1
1225,1,1708,1,1
1226,1,671,1,1
1227,1,38,1,1
1228,1,423,1,1
1229,1,1692,1,1
1230,1,34,1,1
1231,1,448,1,1
1232,1,1997,1,1
1233,1,1928,1,1
1234,1,1976,1,1
1235,1,235,1,1
1236,1,776,1,1
1237,1,62,1,1
1238,1,1956,1,1
1239,1,1634,1,1
1240,1,914,1,1
1241,1,64,1,1
1242,1,507,1,1
1243,1,2498,1,1
1244,1,2496,1,1
1245,1,298,1,1
1246,1,1420,1,1
1247,1,1224,1,1
1248,1,1231,1,1
1249,1,2487,1,1
1250,1,1935,1,1
1251,1,381,1,1
1252,1,354,1,1
1253,1,237,1,1
1254,1,1089,1,1
1255,1,1221,1,1
1256,1,563,1,1
1257,1,2458,1,1
1258,1,773,1,1
1259,1,419,1,1
1260,1,236,1,1
1261,1,208,1,1
1262,1,1921,1,1
1263,1,531,1,1
1264,1,503,1,1
1265,1,3579,1,1
1266,1,986,1,1
1267,1,2445,1,1
1268,1,199,1,1
1269,1,43,1,1
1270,1,985,1,1
1271,1,147,1,1
1272,1,1602,1,1
1273,1,378,1,1
1274,1,435,1,1
1275,1,511,1,1
1276,1,401,1,1
1277,1,10,-5,-1
1278,1,3686,-5,-1
1279,1,3730,-5,-1
1280,1,3678,-10,-1
1281,1,3660,-10,-1
1282,1,3761,-10,-1
1283,1,797,-10,-1
1284,1,3755,-10,-1
1285,1,3781,-10,-1
1286,970,2,10,1
1287,91,2,10,1
1288,3514,2,10,1
1289,4,2,8,1
1290,1544,2,8,1
1291,102,2,8,1
1292,206,2,7,1
1293,42,2,7,1
1294,5,2,7,1
