,source,target,weight
386,38,3781,4
387,176,189,2
388,3122,60,1
389,1485,797,2
390,3736,649,1
391,823,375,1
392,1068,137,7
393,1612,22,3
394,6,3482,1
395,56,2097,1
396,408,2834,1
397,1196,648,1
398,2327,84,2
399,518,1287,1
400,475,43,2
401,3762,3464,-10
402,35,982,1
403,235,1,2
404,59,15,1
405,395,24,1
406,1,1231,1
407,84,3777,-10
408,111,176,5
409,143,494,5
410,203,176,1
411,176,330,2
412,116,797,-1
413,541,1637,1
414,3497,0,10
415,450,274,1
416,107,187,2
417,46,162,1
418,1201,2335,1
419,14,1920,-10
420,10,549,1
421,347,306,1
422,99,2,1
423,542,791,1
424,11,1209,1
425,248,102,1
426,9,453,2
427,1483,50,1
428,226,277,1
429,7,208,-1
430,453,119,1
431,62,7,1
432,123,171,1
433,76,230,1
434,258,613,1
435,57,3722,-5
436,100,539,1
437,391,1160,3
438,6,751,2
439,737,1180,3
440,616,619,5
441,407,239,2
442,198,266,1
443,3773,26,6
444,3763,26,1
445,1559,48,1
446,86,157,2
447,628,88,1
448,1888,94,1
449,446,731,3
450,164,1,6
451,3395,124,1
452,117,104,2
453,355,77,1
454,375,163,1
455,57,2368,3
456,4,215,1
457,1855,1543,1
458,403,660,2
459,9,248,1
460,797,3575,2
461,122,1375,1
462,507,1,1
463,195,79,3
464,176,3773,3
465,231,1609,2
466,179,185,5
467,1581,57,1
468,1176,242,4
469,64,2070,1
470,821,11,1
471,173,2,2
472,11,304,3
473,9,2128,1
474,115,3284,1
475,178,227,2
476,663,339,1
477,1,237,1
478,2214,9,1
479,1395,14,2
480,445,1,1
481,2203,9,2
482,104,495,1
483,2168,68,1
484,11,153,3
485,892,135,4
486,11,3763,1
487,1133,79,1
488,3660,176,1
489,1151,6,2
490,640,957,1
491,211,74,3
492,342,120,1
493,21,1112,5
494,9,491,1
495,434,114,1
496,401,89,1
497,591,160,1
498,66,633,1
499,679,2093,1
500,14,650,1
501,101,3687,3
502,820,91,5
503,314,882,1
504,43,339,2
505,877,176,3
506,30,187,7
507,257,0,1
508,1352,140,1
509,29,319,5
510,120,2207,1
511,118,22,5
512,611,535,2
513,42,1327,1
514,56,1441,1
515,414,828,10
516,2179,51,1
517,3257,597,1
518,251,128,1
519,187,184,3
520,3354,0,2
521,250,44,1
522,5,74,4
523,248,388,1
524,1073,3444,1
525,506,1984,1
526,5,1460,1
527,75,78,1
528,64,8,4
529,57,35,2
530,757,143,5
531,437,504,1
532,202,135,1
533,905,2335,1
534,0,2631,1
535,204,84,6
536,1835,7,5
537,176,76,1
538,510,402,1
539,395,176,1
540,45,963,1
541,18,127,1
542,422,1276,2
543,131,840,1
544,118,147,2
545,16,0,3
546,68,2849,1
547,823,14,1
548,1146,490,-3
549,2601,27,5
550,190,124,1
551,683,4,2
552,4,2334,1
553,1234,2012,1
554,377,373,5
555,251,3782,-10
556,33,66,2
557,16,410,1
558,236,204,1
559,1186,87,1
560,222,15,1
561,105,382,1
562,411,3728,1
563,195,3285,1
564,123,6,4
565,2241,135,2
566,143,385,3
567,42,84,1
568,361,71,-2
569,31,153,1
570,1350,36,5
571,48,309,5
572,916,44,1
573,17,345,4
574,946,37,5
575,1076,256,1
576,104,25,1
577,25,2649,1
578,685,169,4
579,973,127,1
580,326,3551,1
581,294,243,1
582,74,94,1
583,2560,216,1
584,205,2362,1
585,5,809,1
586,0,1723,2
587,2156,409,1
588,121,89,1
589,1136,25,1
590,123,584,1
591,912,236,1
592,190,3383,1
593,24,283,8
594,359,2188,1
595,1181,1536,1
596,105,21,2
597,122,176,2
598,998,180,1
599,3779,176,-10
600,352,442,1
601,17,1163,2
602,594,1031,1
603,640,98,-1
604,127,982,2
605,29,1512,1
606,0,2903,1
607,3323,414,1
608,411,10,5
609,0,1282,1
610,0,3246,1
611,89,55,3
612,1360,7,3
613,55,176,3
614,202,51,1
615,1412,222,1
616,44,718,1
617,397,719,1
618,1,773,1
619,2561,238,1
620,313,36,9
621,22,503,2
622,94,173,1
623,590,1801,1
624,3743,960,1
625,968,2213,2
626,1128,1439,1
627,104,11,1
628,3763,6,1
629,489,1540,1
630,254,46,1
631,68,2176,1
632,4,35,4
633,863,152,2
634,451,688,1
635,2251,0,1
636,16,14,5
637,23,249,1
638,1042,127,2
639,2,649,1
640,1517,3764,-10
641,112,270,3
642,48,2371,1
643,55,241,1
644,173,3769,1
645,178,21,1
646,46,6,3
647,98,49,1
648,47,913,3
649,0,1876,2
650,12,111,1
651,1039,30,2
652,773,2474,1
653,1621,912,1
654,7,3532,-1
655,125,229,2
656,136,869,1
657,3289,0,1
658,7,371,-1
659,61,91,2
660,707,244,1
661,35,291,1
662,37,1046,2
663,1488,16,1
664,473,668,1
665,682,21,2
666,0,3003,1
667,237,218,1
668,219,303,3
669,15,1458,1
670,521,3464,1
671,3578,531,10
672,62,1,1
673,653,465,1
674,24,478,1
675,196,114,1
676,878,198,1
677,483,525,1
678,1007,1296,1
679,114,3612,1
680,415,162,1
681,2156,13,1
682,1587,3614,1
683,405,2621,1
684,895,0,2
685,7,664,-1
686,797,2874,1
687,13,66,1
688,910,1448,1
689,2758,20,1
690,1553,125,1
691,34,0,4
692,14,3450,1
693,0,2857,1
694,397,33,1
695,697,63,1
696,339,1944,2
697,128,166,6
698,3742,101,-10
699,395,94,1
700,18,140,1
701,426,34,2
702,289,153,1
703,3780,3777,10
704,42,3466,-1
705,498,14,2
706,454,689,5
707,2833,315,1
708,3,2023,2
709,266,3758,2
710,69,15,1
711,989,108,1
712,30,1145,1
713,1854,205,1
714,2,748,1
715,327,216,2
716,461,154,3
717,57,3410,1
718,139,167,1
719,164,37,2
720,257,357,2
721,99,11,4
722,227,32,1
723,978,205,2
724,127,3281,1
725,112,5,1
726,47,130,7
727,668,108,1
728,242,698,5
729,225,612,1
730,92,763,10
731,3,1229,4
732,9,2,1
733,683,156,2
734,6,3772,-10
735,88,698,1
736,1207,1073,2
737,165,31,3
738,3679,99,1
739,14,2432,1
740,32,24,2
741,65,3781,-2
742,9,481,1
743,116,2177,1
744,172,20,1
745,162,3738,-10
746,800,208,3
747,25,682,2
748,719,138,3
749,41,608,1
750,6,1286,2
751,2325,5,2
752,1917,653,1
753,624,1468,4
754,21,3691,-1
755,17,453,1
756,4,773,1
757,11,91,1
758,1766,69,2
759,431,1194,1
760,418,166,2
761,2307,24,1
762,288,124,1
763,218,25,1
764,545,733,2
765,1875,127,2
766,135,4,1
767,56,34,2
768,2368,57,1
769,43,441,3
770,436,116,1
771,122,2,4
772,1153,165,1
773,311,667,1
774,518,26,2
775,30,3,8
776,5,116,1
777,1160,587,1
778,1567,42,1
779,1054,429,5
780,3746,124,-10
781,176,3777,-10
782,6,116,1
783,0,263,1
784,10,64,1
785,112,176,1
786,3,916,3
787,448,15,3
788,747,7,1
789,3725,19,2
790,442,3565,-1
791,4,134,2
792,3740,6,2
793,1269,108,1
794,667,535,2
795,10,3223,1
796,246,1574,3
797,24,695,3
798,2279,24,2
799,279,287,1
800,3707,3606,-10
801,283,3550,-10
802,139,24,1
803,2413,33,10
804,3356,586,1
805,37,2138,1
806,188,1423,1
807,158,41,1
808,1784,165,1
809,102,584,1
810,9,136,2
811,554,79,3
812,23,24,3
813,1300,21,1
814,522,6,1
815,198,800,1
816,223,534,1
817,254,32,1
818,84,359,1
819,1877,461,1
820,46,271,2
821,127,1875,2
822,648,124,2
823,26,2417,1
824,6,213,1
825,1455,22,5
826,438,1043,2
827,98,502,2
828,144,3743,-10
829,3713,3691,8
830,445,444,10
831,1289,66,1
832,2987,176,1
833,443,3767,1
834,9,65,1
835,276,77,1
836,7,3538,-1
837,176,55,3
838,32,17,1
839,809,5,4
840,481,47,3
841,144,736,1
842,71,895,1
843,2292,2,1
844,1780,2244,1
845,552,3242,1
846,960,3743,1
847,371,3256,1
848,1149,203,1
849,585,134,5
850,1097,1,2
851,240,1879,1
852,3742,89,5
853,852,75,2
854,1114,2019,2
855,379,147,2
856,2922,6,1
857,13,360,5
858,2,1183,1
859,272,281,4
860,3766,189,1
861,50,156,1
862,1095,128,1
863,78,16,2
864,151,233,5
865,1303,797,2
866,14,16,1
867,797,873,1
868,133,243,2
869,101,96,5
870,2734,1715,1
871,3,322,2
872,2884,2188,1
873,301,688,3
874,910,540,1
875,33,979,1
876,36,65,2
877,0,3348,1
878,18,1373,1
879,128,499,5
880,4,1155,1
881,118,321,1
882,16,621,1
883,244,707,1
884,2804,116,1
885,4,190,5
886,162,5,1
887,223,233,1
888,1324,215,2
889,147,118,5
890,26,104,2
891,42,486,3
892,116,436,1
893,2065,120,2
894,9,568,1
895,271,169,-3
896,304,8,2
897,112,352,4
898,2,246,2
899,109,52,2
900,3187,824,2
901,0,2699,1
902,2122,868,2
903,3268,10,1
904,273,3781,1
905,161,1166,1
906,0,2875,1
907,626,67,1
908,5,122,1
909,438,3,1
910,42,32,2
911,792,2835,1
912,7,3158,1
913,7,3536,-1
914,659,76,1
915,21,1131,2
916,344,6,1
917,86,1380,1
918,342,917,2
919,86,290,1
920,3742,1443,3
921,440,774,3
922,234,134,1
923,561,779,3
924,849,1404,1
925,435,3615,-10
926,210,8,5
927,1341,10,1
928,42,3595,-10
929,2983,284,1
930,2335,85,5
931,114,2368,1
932,1,106,4
933,1975,1928,1
934,907,22,2
935,862,130,2
936,7,751,-1
937,3702,225,1
938,111,3778,1
939,392,20,1
940,263,797,-10
941,1,563,1
942,66,3464,1
943,1436,423,1
944,278,82,2
945,259,3782,-10
946,44,43,10
947,3186,35,1
948,116,401,1
949,13,1138,1
950,2266,12,1
951,25,3692,3
952,1,92,1
953,401,437,4
954,797,957,2
955,443,354,1
956,97,374,1
957,616,1637,1
958,8,3780,-10
959,797,2206,1
960,16,218,1
961,176,48,3
962,2143,13,1
963,27,2028,1
964,125,1699,1
965,32,552,1
966,46,35,1
967,187,233,2
968,128,1216,5
969,10,693,1
970,25,588,2
971,759,977,8
972,99,123,1
973,23,92,1
974,621,8,1
975,129,405,1
976,955,20,1
977,51,89,1
978,3549,1097,1
979,3,2200,2
980,147,83,2
981,174,44,2
982,331,123,-10
983,352,3,2
984,7,33,1
985,668,473,1
986,19,3725,-10
987,41,30,2
988,683,123,1
989,20,797,2
990,757,494,5
991,54,79,1
992,271,38,2
993,464,363,5
994,92,3482,1
995,154,35,1
996,53,225,1
997,249,405,1
998,502,15,5
999,1860,33,1
1000,523,111,10
1001,27,36,5
1002,21,10,4
1003,244,525,1
1004,172,92,1
1005,75,41,1
1006,8,732,2
1007,2285,3286,1
1008,62,1221,1
1009,2181,3575,1
1010,421,108,2
1011,2189,9,2
1012,398,362,10
1013,36,39,1
1014,309,57,2
1015,108,998,1
1016,83,62,1
1017,34,69,-1
1018,3190,29,1
1019,524,457,10
1020,210,155,1
1021,1988,16,1
1022,1284,21,1
1023,3157,5,2
1024,3472,3643,-10
1025,144,23,2
1026,1002,271,1
1027,57,31,3
1028,23,158,2
1029,1050,123,1
1030,9,913,1
1031,914,316,1
1032,1158,3782,-10
1033,2711,1260,1
1034,339,663,1
1035,209,47,3
1036,271,3774,-10
1037,696,141,1
1038,430,44,2
1039,3464,6,5
1040,76,8,3
1041,288,11,1
1042,182,44,10
1043,978,126,4
1044,502,32,1
1045,194,49,1
1046,89,77,2
1047,1196,0,1
1048,30,565,1
1049,675,1676,3
1050,117,764,10
1051,609,36,2
1052,114,92,1
1053,1736,3,1
1054,1327,51,3
1055,204,318,1
1056,847,236,1
1057,1660,3742,2
1058,1000,339,1
1059,50,69,1
1060,790,3698,-10
1061,3742,44,-10
1062,2138,1291,-1
1063,271,3735,-10
1064,3773,3135,1
1065,288,6,1
1066,271,797,-10
1067,490,1387,1
1068,127,289,1
1069,1549,9,2
1070,2,20,2
1071,349,1940,1
1072,3034,60,8
1073,2335,952,2
1074,644,1059,2
1075,29,32,1
1076,2283,12,3
1077,3519,1863,1
1078,172,50,1
1079,2191,6,2
1080,3782,94,-10
1081,970,32,1
1082,43,15,3
1083,17,1304,1
1084,2086,728,1
1085,47,3689,-3
1086,544,154,1
1087,286,24,1
1088,588,2153,2
1089,21,178,2
1090,319,10,1
1091,640,4,1
1092,3158,7,2
1093,547,192,5
1094,252,152,2
1095,123,3512,1
1096,17,1270,1
1097,3773,3464,-10
1098,11,897,1
1099,176,488,1
1100,83,609,1
1101,10,24,2
1102,680,21,2
1103,729,225,5
1104,4,461,1
1105,1790,42,1
1106,1508,200,1
1107,5,1370,5
1108,1748,68,1
1109,1144,38,2
1110,129,1254,1
1111,1691,1114,2
1112,528,235,1
1113,133,1849,3
1114,260,212,10
1115,4,67,5
1116,165,3469,-10
1117,862,1123,1
1118,69,3565,1
1119,196,3755,2
1120,2429,905,1
1121,135,33,1
1122,164,42,1
1123,96,18,1
1124,167,90,1
1125,10,78,1
1126,167,322,2
1127,528,0,3
1128,110,3777,-10
1129,1,3730,-5
1130,2653,78,1
1131,59,739,4
1132,225,580,1
1133,2009,1003,3
1134,524,2,5
1135,14,97,5
1136,1310,10,1
1137,3742,2048,2
1138,39,2313,1
1139,140,3388,1
1140,72,1053,2
1141,16,541,1
1142,871,56,1
1143,1065,458,1
1144,227,96,2
1145,24,798,1
1146,2524,216,1
1147,318,3589,1
1148,286,7,3
1149,25,54,1
1150,700,49,1
1151,23,144,5
1152,137,435,2
1153,214,911,2
1154,69,370,1
1155,68,1494,1
1156,394,88,5
1157,1209,12,1
1158,203,160,2
1159,393,3,1
1160,106,620,4
1161,89,3750,-10
1162,1862,86,1
1163,6,7,2
1164,26,117,1
1165,181,1436,1
1166,3493,95,1
1167,77,160,1
1168,124,308,1
1169,903,81,2
1170,10,65,1
1171,6,637,7
1172,82,35,1
1173,1913,910,1
1174,6,69,2
1175,1422,83,1
1176,812,94,1
1177,591,86,1
1178,3168,154,1
1179,2393,933,1
1180,2937,409,1
1181,171,490,1
1182,308,415,1
1183,473,3781,-10
1184,197,3782,-10
1185,125,3730,-10
1186,41,100,2
1187,1473,570,2
1188,37,116,2
1189,536,423,1
1190,1067,66,1
1191,584,546,1
1192,2,92,4
1193,504,60,1
1194,20,44,4
1195,597,450,2
1196,68,96,1
1197,187,144,3
1198,0,820,3
1199,45,1802,1
1200,1161,14,1
1201,702,29,1
1202,3725,543,2
1203,1257,101,2
1204,758,411,1
1205,3692,60,3
1206,715,1942,1
1207,127,192,1
1208,113,63,3
1209,407,466,1
1210,3781,62,5
1211,1820,126,3
1212,1038,141,3
1213,379,256,5
1214,367,1000,1
1215,0,14,2
1216,31,671,1
1217,94,227,1
1218,357,146,2
1219,147,767,1
1220,1637,21,3
1221,0,2166,1
1222,322,1014,5
1223,173,30,4
1224,1690,581,10
1225,881,87,1
1226,34,79,-5
1227,3336,172,10
1228,383,118,2
1229,528,2528,1
1230,77,153,1
1231,533,8,1
1232,18,87,1
1233,2234,0,1
1234,408,2137,1
1235,0,332,1
1236,162,248,1
1237,564,15,3
1238,506,421,1
1239,93,374,1
1240,71,415,5
1241,29,118,-10
1242,175,739,4
1243,313,282,5
1244,183,692,1
1245,2633,175,-1
1246,3473,406,10
1247,3206,643,2
1248,74,56,1
1249,707,320,2
1250,2761,71,1
1251,10,800,1
1252,320,527,1
1253,1288,37,2
1254,785,2598,1
1255,81,18,2
1256,1791,24,1
1257,1375,371,1
1258,12,70,1
1259,618,1119,1
1260,52,374,1
1261,158,65,2
1262,0,1573,1
1263,144,1247,1
1264,3770,68,1
1265,3729,24,1
1266,1555,700,2
1267,2063,27,1
1268,176,265,1
1269,47,136,1
1270,1445,615,3
1271,144,94,-1
1272,3776,3782,10
1273,69,195,1
1274,19,3755,-5
1275,925,76,1
1276,52,4,8
1277,48,92,6
1278,1614,310,1
1279,1798,951,3
1280,176,112,2
1281,14,3547,1
1282,125,3380,1
1283,1123,862,1
1284,2896,1760,2
1285,46,65,8
1286,318,20,2
1287,7,129,-1
1288,187,940,1
1289,2115,47,3
1290,322,312,9
1291,78,791,1
1292,29,875,1
1293,48,140,1
1294,2335,1387,-5
1295,16,1281,1
1296,57,1382,3
1297,132,141,2
1298,1012,673,5
1299,1,488,4
1300,128,502,5
1301,3778,116,1
1302,9,1323,1
1303,167,3779,-10
1304,149,679,1
1305,14,399,-1
1306,3594,1328,5
1307,3773,206,1
1308,64,129,1
1309,17,541,1
1310,3469,144,-10
1311,822,205,10
1312,1341,29,1
1313,41,3781,4
1314,3347,57,1
1315,121,195,1
1316,43,0,3
1317,511,147,3
1318,8,3715,-10
1319,795,587,1
1320,296,1211,3
1321,472,997,1
1322,61,165,5
1323,502,0,1
1324,67,1806,1
1325,3564,280,2
1326,355,7,1
1327,609,640,2
1328,20,318,1
1329,3107,37,1
1330,18,291,5
1331,233,468,8
1332,71,17,4
1333,25,210,3
1334,2221,3766,1
1335,128,214,3
1336,108,64,1
1337,4,1064,1
1338,3234,87,1
1339,478,1698,3
1340,149,3742,-10
1341,1959,908,1
1342,247,1191,1
1343,14,373,-1
1344,628,939,1
1345,29,702,1
1346,801,176,1
1347,2341,171,2
1348,61,204,1
1349,73,1447,2
1350,432,2,3
1351,696,111,1
1352,777,129,1
1353,6,3051,1
1354,1653,3724,-10
1355,553,599,10
1356,308,91,1
1357,289,130,1
1358,2814,156,1
1359,19,240,3
1360,1000,367,1
1361,94,3779,-10
1362,3464,3778,-10
1363,1385,163,1
1364,49,1240,1
1365,45,177,2
1366,128,87,4
1367,3383,190,4
1368,2,134,1
1369,1258,73,5
1370,151,3730,1
1371,135,527,7
1372,2573,152,1
1373,681,937,1
1374,12,2269,1
1375,3746,18,1
1376,20,234,1
1377,265,25,1
1378,16,39,3
1379,1020,25,1
1380,953,70,1
1381,410,74,1
1382,1321,18,1
1383,104,612,-2
1384,66,42,1
1385,1174,25,1
1386,18,117,3
1387,15,3774,2
1388,112,129,1
1389,65,123,2
1390,493,58,1
1391,1874,114,1
1392,1971,238,2
1393,31,51,3
1394,178,52,2
1395,786,1,3
1396,169,184,1
1397,3564,901,-1
1398,8,1724,3
1399,2566,475,1
1400,385,461,1
1401,23,3464,2
1402,2557,9,1
1403,4,800,1
1404,73,1086,1
1405,3676,3742,1
1406,783,38,3
1407,992,504,1
1408,3782,3781,-10
1409,3011,360,1
1410,767,44,1
1411,797,1311,5
1412,1338,0,1
1413,168,446,5
1414,347,276,1
1415,390,40,1
1416,0,330,1
1417,13,2137,1
1418,33,218,1
1419,424,3748,-10
1420,121,19,4
1421,2379,110,1
1422,144,3505,1
1423,393,2,1
1424,23,184,5
1425,0,1719,1
1426,497,229,1
1427,113,232,2
1428,141,945,1
1429,2,332,5
1430,26,13,3
1431,30,108,1
1432,138,712,1
1433,14,823,1
1434,18,2335,-3
1435,11,3365,1
1436,2563,149,1
1437,24,121,1
1438,1477,39,1
1439,81,162,1
1440,735,17,2
1441,89,38,3
1442,1830,3139,1
1443,115,1042,1
1444,300,944,1
1445,85,1203,1
1446,191,765,1
1447,1686,715,1
1448,77,1464,1
1449,32,970,2
1450,11,1183,1
1451,168,1244,5
1452,266,79,1
1453,32,1512,2
1454,2,28,2
1455,176,521,2
1456,3,1414,2
1457,0,3316,1
1458,307,33,1
1459,74,400,1
1460,7,1178,-1
1461,81,3415,1
1462,700,7,4
1463,12,1758,2
1464,43,513,1
1465,446,166,3
1466,3291,0,1
1467,407,137,2
1468,110,3776,-10
1469,87,1200,2
1470,285,3734,-10
1471,1780,136,1
1472,335,2,1
1473,72,462,2
1474,440,1236,1
1475,295,67,4
1476,2056,358,2
1477,21,2254,1
1478,24,139,1
1479,4,2385,1
1480,565,108,3
1481,91,1832,1
1482,3682,957,1
1483,662,122,2
1484,88,36,5
1485,7,3586,-5
1486,206,3773,-10
1487,619,2008,1
1488,694,4,1
1489,674,3742,3
1490,3755,134,5
1491,8,65,3
1492,3,130,5
1493,338,915,1
1494,2096,17,1
1495,215,3782,-10
1496,241,84,1
1497,19,44,2
1498,0,2390,1
1499,3,2484,1
1500,482,2993,1
1501,45,2269,1
1502,193,0,1
1503,19,1041,7
1504,2,1575,2
1505,304,2784,1
1506,6,1767,3
1507,154,326,1
1508,3581,1,10
1509,1026,409,5
1510,7,3668,-1
1511,1518,285,1
1512,57,0,2
1513,204,2,1
1514,159,17,1
1515,35,57,1
1516,6,482,1
1517,60,67,10
1518,231,214,4
1519,2225,145,2
1520,248,9,1
1521,94,2303,1
1522,570,779,5
1523,6,3782,-10
1524,152,225,3
1525,286,31,1
1526,251,1714,1
1527,2,432,1
1528,352,1101,2
1529,24,176,-1
1530,451,392,1
1531,80,41,1
1532,2994,165,1
1533,0,2128,1
1534,18,72,3
1535,104,648,1
1536,153,402,1
1537,655,1160,2
1538,73,624,1
1539,32,243,1
1540,0,1185,1
1541,522,1340,4
1542,105,224,1
1543,3,236,2
1544,43,105,1
1545,1009,15,1
1546,82,10,1
1547,640,1223,1
1548,113,2412,1
1549,4,52,6
1550,223,2569,1
1551,10,57,2
1552,3550,32,1
1553,700,1555,1
1554,481,82,1
1555,320,2379,1
1556,9,724,1
1557,3780,52,10
1558,705,127,1
1559,5,393,6
1560,20,98,1
1561,392,42,1
1562,7,1895,2
1563,758,35,1
1564,67,590,1
1565,1362,2,1
1566,105,654,1
1567,246,458,3
1568,418,3,2
1569,573,856,3
