,index,src,dst,rating
435,1942,715,3,1
436,9102,46,39,4
437,11106,144,61,1
438,23681,2044,1679,1
439,12424,626,80,1
440,7684,27,129,5
441,8071,285,30,1
442,19152,280,3449,1
443,19620,316,950,1
444,7624,26,176,1
445,17460,187,468,2
446,10819,57,750,3
447,7524,2329,26,2
448,7137,3743,24,1
449,13861,831,103,2
450,1247,1,1224,1
451,16622,174,168,2
452,1482,204,2,1
453,12402,79,3776,-10
454,22586,2528,794,10
455,4231,693,10,2
456,13096,89,313,3
457,12773,84,2335,-2
458,19385,354,298,2
459,3999,3616,9,1
460,21288,534,506,2
461,6191,2387,18,1
462,11226,375,63,1
463,14372,113,905,1
464,23065,1296,1007,1
465,14510,115,1042,1
466,207,3138,0,1
467,15564,670,139,2
468,15676,1025,142,3
469,3300,32,7,1
470,15683,1356,142,1
471,8484,2368,33,3
472,5795,106,16,2
473,2746,5,304,1
474,18930,2579,262,5
475,10372,51,273,1
476,19733,327,2600,1
477,12407,2356,80,5
478,9800,45,1826,3
479,9641,403,44,3
480,3220,1565,7,3
481,13442,94,642,1
482,17521,189,598,1
483,2150,3,312,1
484,23021,2358,978,4
485,22033,646,3723,-10
486,1607,2,87,2
487,18852,263,257,1
488,20401,1165,394,1
489,14360,113,191,3
490,23302,3198,1186,1
491,7979,29,1183,1
492,6334,197,19,1
493,189,3232,0,1
494,21268,2592,503,1
495,9757,1530,45,4
496,3765,8,82,1
497,11876,87,72,1
498,18039,215,2073,2
499,11344,64,849,1
500,11214,2292,63,2
501,19510,893,308,1
502,23386,1637,1254,1
503,14610,374,117,1
504,13817,584,102,1
505,17098,176,195,1
506,2898,69,6,1
507,17795,803,203,2
508,21126,2064,479,1
509,21906,3739,618,2
510,10221,51,50,1
511,3087,6,2301,1
512,16135,1691,152,1
513,21458,1236,535,1
514,11553,67,3776,-10
515,4722,11,289,2
516,1761,2,882,1
517,11340,64,1661,1
518,17833,204,875,1
519,7996,29,35,1
520,2237,121,4,3
521,12919,86,1380,1
522,14059,204,106,1
523,4223,3489,10,2
524,6624,66,21,1
525,23580,3277,1489,1
526,1650,2,751,2
527,10887,57,1543,1
528,3713,8,517,5
529,712,0,2781,1
530,19267,287,758,1
531,20931,451,1327,1
532,15048,3293,127,1
533,14272,1042,111,1
534,3824,8,32,1
535,16388,160,3778,1
536,23348,1231,2503,1
537,12775,84,3681,-3
538,21034,501,467,2
539,1717,2,2330,1
540,1757,2,226,1
541,19936,408,346,1
542,11769,70,1790,3
543,18023,214,911,2
544,7221,24,165,1
545,21900,1637,616,1
546,10011,288,48,2
547,4954,12,2283,2
548,2412,4,3308,1
549,5081,943,13,3
550,23241,3427,1133,1
551,9032,784,38,2
552,4958,12,2242,2
553,22621,1752,797,1
554,8639,823,34,1
555,5577,39,15,2
556,16189,153,3589,1
557,1595,2,123,3
558,6471,20,84,6
559,85,3318,0,2
560,21399,527,3769,4
561,417,0,963,3
562,21138,3567,481,1
563,17827,204,642,1
564,13903,103,377,1
565,19886,340,446,2
566,16013,506,149,1
567,638,0,123,1
568,2426,4,2359,1
569,22353,716,1412,1
570,2280,598,4,1
571,14675,118,3689,1
572,17645,195,3285,1
573,17483,187,3778,-10
574,14744,120,2683,1
575,14322,112,1126,1
576,21933,621,938,1
577,22837,3731,875,1
578,23980,3781,2788,1
579,12286,1272,78,1
580,16171,176,153,1
581,22482,758,3775,-10
582,21792,1531,598,1
583,7284,104,25,1
584,654,0,3022,1
585,18414,255,235,1
586,21720,1166,586,2
587,16816,174,216,1
588,2074,3,780,2
589,7291,1377,25,1
590,10670,74,56,1
591,2844,1309,6,3
592,3725,8,76,3
593,3233,317,7,3
594,10714,56,871,1
595,6233,18,58,2
596,21517,628,541,2
597,15345,3766,132,1
598,12883,571,86,1
599,9609,43,99,3
600,7786,1793,28,1
601,13360,361,94,1
602,1735,2,265,1
603,3692,1283,8,1
604,3376,7,3158,1
605,13423,94,135,1
606,809,0,174,1
607,20242,374,3423,1
608,4528,10,869,1
609,11618,737,68,1
610,8150,1505,31,3
611,7189,24,1791,1
612,15697,142,1501,2
613,22488,2404,760,1
614,9085,38,3728,1
615,7984,29,642,1
616,14145,3702,108,1
617,10874,57,3360,1
618,18800,254,1284,1
619,16037,149,2563,1
620,5720,15,2000,1
621,14144,477,108,1
622,24173,3780,3777,10
623,14798,648,122,1
624,16934,295,176,1
625,2817,808,6,4
626,13785,101,1257,2
627,15462,135,152,1
628,8611,1893,34,2
629,12024,74,255,1
630,4381,10,19,4
631,24067,3777,3512,10
632,2875,1308,6,2
633,19893,2043,341,2
634,7021,23,167,1
635,10928,3269,58,1
636,7915,161,29,1
637,14725,471,120,1
638,2741,5,1178,1
639,19314,291,893,1
640,5991,944,17,2
641,19436,611,302,1
642,13943,719,104,1
643,23216,1114,1691,2
644,12607,1615,83,1
645,14078,106,204,1
646,2449,4,889,1
647,18022,214,322,2
648,16475,163,834,10
649,23726,1708,3781,1
650,22939,930,3453,3
651,9948,47,89,5
652,20364,388,490,1
653,16748,172,190,1
654,6013,453,17,1
655,9256,410,40,2
656,21178,519,490,2
657,4730,11,1783,1
658,20732,430,609,2
659,10827,57,164,2
660,3194,499,7,9
661,8491,287,33,2
662,1572,2,290,3
663,20212,1348,372,1
664,947,38,1,5
665,16880,1547,176,2
666,20820,439,513,4
667,10805,57,646,4
668,14594,116,1316,1
669,924,112,1,8
670,2061,3,488,2
671,9086,38,2110,1
672,23074,2097,1011,2
673,83,415,0,2
674,4915,74,12,1
675,8236,31,695,1
676,22290,706,1044,1
677,8082,136,30,1
678,18637,979,247,2
679,16557,165,3781,-7
680,3798,8,2780,1
681,12309,78,2671,1
682,8922,259,37,1
683,16359,259,160,2
684,4605,1042,11,2
685,14474,2361,115,1
686,6714,21,423,1
687,21194,490,1751,2
688,18723,251,342,1
689,6121,28,18,5
690,13144,90,624,2
691,15755,3738,144,6
692,893,147,1,10
693,662,0,2251,1
694,4166,9,326,-1
695,6904,84,23,4
696,18899,779,259,1
697,5040,12,3781,-10
698,20145,1637,365,1
699,20554,408,2834,1
700,4859,1530,12,2
701,19558,311,783,1
702,22126,669,3742,1
703,1961,3728,3,1
704,13898,103,965,1
705,5285,163,14,2
706,23810,1917,3730,1
707,13876,3352,103,1
708,4560,10,3770,-10
709,8892,151,37,5
710,14064,192,106,1
711,441,0,2259,2
712,5196,13,544,1
713,15208,201,129,1
714,1534,875,2,1
715,14708,632,120,7
716,19954,347,2406,1
717,3100,6,213,1
718,14192,108,378,1
719,15956,1950,148,1
720,14409,240,114,1
721,5134,121,13,1
722,23094,1768,1019,1
723,10127,634,49,1
724,16961,489,176,1
725,18715,251,2732,1
726,3084,6,1648,1
727,8356,539,32,1
728,17103,176,3660,1
729,15891,420,146,10
730,4519,10,1291,1
731,24019,3464,3461,-5
732,2134,3,155,1
733,6192,817,18,1
734,1649,2,1174,2
735,18619,245,336,3
736,1724,2,134,1
737,2514,226,5,8
738,17186,321,178,4
739,20789,434,1824,1
740,22629,945,797,1
741,20066,2059,358,3
742,21441,533,911,2
743,5655,15,441,4
744,15045,616,127,1
745,20950,689,454,5
746,13345,190,94,1
747,14385,113,2412,1
748,19501,307,1356,4
749,8630,3547,34,1
750,373,2730,0,1
751,7631,326,27,10
752,24169,3776,3777,10
753,19477,943,304,1
754,22097,662,2334,1
755,23048,992,1419,1
756,15204,856,129,1
757,19265,287,2368,1
758,2940,1783,6,1
759,998,1097,1,2
760,10627,55,3773,1
761,13539,95,113,1
762,10102,56,49,4
763,2670,5,1565,3
764,11438,254,66,1
765,7306,3482,25,1
766,18409,2531,235,7
767,18913,259,2958,1
768,19273,287,1690,1
769,13085,131,89,1
770,6857,22,166,2
771,18778,797,254,1
772,20292,1003,381,1
773,22165,677,3505,1
774,9188,39,1028,1
775,19350,330,295,4
776,4092,9,3512,1
777,15378,324,133,3
778,22284,704,3203,1
779,753,0,2845,1
780,22466,1843,756,2
781,13829,102,1324,2
782,20589,411,3464,3
783,728,0,2891,1
784,15690,1499,142,1
785,1004,768,1,2
786,23240,2201,1133,2
787,14898,237,124,1
788,21975,2912,635,10
789,24057,3773,3471,2
790,12506,81,178,1
791,22730,3703,825,2
792,4869,1830,12,1
793,13602,232,97,2
794,17823,265,204,1
795,17256,381,180,1
796,2393,4,1372,2
797,2775,5,1775,1
798,2743,5,1360,1
799,1239,1,1634,1
800,21478,1087,536,2
801,20936,452,949,8
802,12908,86,279,1
803,3583,21,8,8
804,10276,50,369,1
805,14706,119,3690,1
806,9933,88,47,1
807,1180,1,1408,2
808,16884,1179,176,2
809,7150,1491,24,1
810,22971,939,2725,1
811,11093,2313,61,1
812,23768,2335,1819,1
813,23820,1949,3591,1
814,14176,108,721,1
815,20250,374,899,1
816,18181,710,222,2
817,16152,152,294,1
818,1160,1,317,2
819,15451,135,961,2
820,14234,3268,110,10
821,14119,107,2174,1
822,18275,919,225,1
823,2501,4,3558,-10
824,21031,466,2537,1
825,2927,3010,6,1
826,17601,2982,193,1
827,15401,196,134,2
828,21382,522,1340,4
829,11166,1221,62,1
830,18878,873,258,1
831,20664,466,421,1
832,14400,1568,114,5
833,3075,6,114,1
834,2755,5,491,1
835,11688,132,69,3
836,10455,52,3723,-10
837,24009,3481,3227,1
838,20481,443,403,1
839,11771,70,485,3
840,5415,14,529,1
841,18433,436,236,2
842,2648,5,808,7
843,20290,1001,381,2
844,16706,1172,171,1
845,2704,5,46,1
846,5447,14,3406,1
847,5549,992,15,4
848,15386,198,133,1
849,14875,123,884,1
850,9874,46,82,2
851,12714,84,204,6
852,20700,3552,425,1
853,23125,3156,1040,1
854,4204,104,10,3
855,19767,491,330,1
856,2883,2360,6,1
857,22628,1028,797,1
858,18717,251,722,1
859,6535,20,3781,1
860,536,0,2377,1
861,3848,333,9,5
862,18597,244,1367,1
863,21059,2936,473,1
864,15162,128,658,4
865,3907,167,9,2
866,17891,1934,208,5
867,21689,618,578,1
868,22935,926,3742,2
869,1679,2,3568,1
870,9166,39,46,2
871,16609,167,771,1
872,6811,400,22,2
873,1662,2,1346,2
874,2028,3,1677,3
875,4313,2166,10,1
876,14211,2308,109,1
877,13165,525,91,1
878,13754,1433,101,5
879,20671,421,466,1
880,3336,7,287,2
881,14495,115,291,2
882,21672,3742,575,3
883,3738,8,196,2
884,3412,7,135,1
885,5402,14,603,1
886,13989,259,105,1
887,4229,42,10,2
888,11246,63,69,2
889,22575,791,2640,1
890,17219,178,3512,-10
891,14160,147,108,1
892,15863,2893,145,1
893,3071,6,1573,1
894,3643,512,8,2
895,22342,715,1942,1
896,5813,30,16,1
897,15267,139,130,1
898,7337,349,25,1
899,15798,3618,144,-10
900,10460,52,3621,-10
901,11180,62,1783,1
902,24082,3565,3728,1
903,7324,61,25,1
904,17083,176,1523,1
905,8463,32,1475,1
906,12429,644,80,1
907,17685,197,276,2
908,3612,1022,8,3
909,1911,2404,3,1
910,1107,1,470,7
911,9579,57,43,1
912,10488,530,53,1
913,20035,355,3742,1
914,2231,35,4,3
915,19866,339,1944,2
916,8657,211,34,1
917,2841,50,6,3
918,2215,96,4,5
919,10610,55,186,4
920,2375,4,892,3
921,10188,49,1973,1
922,8642,458,34,1
923,9775,3101,45,1
924,5364,14,896,2
925,7366,1020,25,1
926,1853,83,3,3
927,7335,65,25,1
928,3559,7,3736,-5
929,7032,23,940,1
930,11557,67,407,-10
931,19734,327,341,1
932,845,0,2706,1
933,23595,3768,1523,1
934,23929,2335,2427,1
935,15025,598,126,1
936,13355,2357,94,1
937,18541,698,242,8
938,21008,461,3325,1
939,15003,125,1699,1
940,1366,196,2,3
941,9036,162,38,1
942,12789,113,85,4
943,7826,28,3773,1
944,20095,359,1037,1
945,17687,197,3782,-10
946,492,0,1023,1
947,10769,374,57,1
948,14516,115,3773,1
949,5960,16,515,1
950,9205,39,1131,1
951,18029,218,215,3
952,3464,7,1345,-1
953,281,259,0,1
954,4487,10,359,1
955,20807,437,520,1
956,20521,405,1110,2
957,12013,74,325,2
958,3319,123,7,1
959,15468,2526,136,2
960,4312,1759,10,1
961,17903,208,256,2
962,13672,98,2018,1
963,7640,75,27,5
964,14539,121,116,1
965,18488,238,666,3
966,8548,33,1862,2
967,4269,493,10,1
968,19898,341,1679,2
969,182,1874,0,1
970,23,1495,0,5
971,18651,247,1191,1
972,2004,3,478,4
973,18,1582,0,5
974,19021,271,3749,-10
975,10277,50,69,1
976,4810,1367,12,10
977,6796,1219,22,3
978,18581,3336,244,3
979,4842,2283,12,3
980,14294,501,112,3
981,2711,5,11,1
982,20420,396,1059,1
983,17957,1602,211,1
984,10633,55,3106,1
985,9199,39,1242,1
986,8846,90,36,1
987,4143,9,2581,1
988,2121,3,2996,1
989,16376,519,160,1
990,12491,81,157,8
991,20501,467,404,1
992,9682,465,44,1
993,8568,33,648,1
994,17503,549,189,5
995,4979,12,70,1
996,12372,266,79,1
997,15224,129,3181,1
998,15491,136,869,1
999,18533,240,289,1
1000,6685,21,2238,2
1001,22824,2110,869,1
1002,14963,124,1839,1
1003,14592,116,2177,1
1004,4107,9,165,1
1005,16179,339,153,1
1006,7663,1119,27,1
1007,6820,847,22,1
1008,4698,11,35,3
1009,14010,105,181,4
1010,6093,17,37,1
1011,18141,555,220,10
1012,19221,284,300,1
1013,20403,394,2309,1
1014,13703,2719,99,1
1015,10152,49,99,6
1016,9722,44,568,1
1017,12925,86,490,-2
1018,8882,36,1398,1
1019,10611,55,123,4
1020,20315,382,714,1
1021,8867,36,165,2
1022,20938,452,518,1
1023,5809,283,16,1
1024,21019,463,1897,3
1025,5923,16,3463,1
1026,10886,57,3225,1
1027,2048,3,83,3
1028,1220,1,1486,1
1029,12608,1627,83,1
1030,24183,3782,3780,10
1031,13896,103,1395,1
1032,5366,14,765,2
1033,12430,114,80,1
1034,12555,82,1047,2
1035,10616,55,420,3
1036,13764,1012,101,2
1037,23769,3266,1825,1
1038,5334,852,14,1
1039,3438,7,649,-1
1040,16463,899,163,2
1041,7946,29,244,2
1042,8684,34,278,-1
1043,7775,372,28,1
1044,4247,941,10,2
1045,4753,11,81,1
1046,6581,682,21,2
1047,16591,166,368,1
1048,1373,89,2,3
1049,5740,15,1921,1
1050,19555,714,311,1
1051,1458,3519,2,1
1052,12962,87,172,1
1053,9836,45,2269,1
1054,13885,103,113,3
1055,1898,847,3,2
1056,16930,876,176,1
1057,15837,144,3512,-5
1058,10621,55,1538,2
1059,16184,153,895,1
1060,8347,840,32,1
1061,10831,57,306,2
1062,18966,265,450,1
1063,15953,225,148,1
1064,13868,2292,103,1
1065,21751,590,3706,-10
1066,18570,243,2328,2
1067,9659,1105,44,1
1068,19003,270,470,1
1069,15898,357,146,2
1070,21456,611,535,2
1071,23909,3773,2318,2
1072,9471,369,42,-10
1073,6566,3743,21,3
1074,6641,21,46,8
1075,5163,13,145,2
1076,21083,475,926,2
1077,838,0,1922,1
1078,16776,173,261,1
1079,15851,540,145,2
1080,6385,19,3743,-2
1081,15766,3512,144,1
1082,9075,38,514,2
1083,20673,1658,422,1
1084,6021,2689,17,1
1085,11836,71,114,1
1086,4416,10,76,2
1087,20136,364,540,2
1088,16077,150,2398,1
1089,10672,78,56,1
1090,107,1354,0,2
1091,21820,604,2430,1
1092,2562,825,5,2
1093,17332,182,673,4
1094,7926,1335,29,1
1095,4112,9,940,1
1096,15824,144,3505,1
1097,1857,44,3,3
1098,11189,62,564,1
1099,21834,608,1088,1
1100,5232,351,14,7
1101,20602,571,412,1
1102,7548,3480,26,1
1103,12994,2042,88,2
1104,6514,20,620,1
1105,2486,4,3655,-10
1106,23189,3682,1093,2
1107,20545,1286,408,1
1108,2763,5,52,1
1109,19919,1105,343,1
1110,4799,11,96,1
1111,24162,3749,3754,5
1112,9880,46,77,1
1113,18600,244,396,1
1114,8874,36,3578,2
1115,16114,151,235,1
1116,6633,2078,21,1
1117,20793,767,435,1
1118,22720,823,3322,1
1119,6858,22,503,2
1120,4820,3118,12,5
1121,18268,2552,225,1
1122,955,18,1,4
1123,17759,539,201,1
1124,14074,106,115,1
1125,13831,102,945,2
1126,14012,105,1040,2
1127,14506,115,122,1
1128,15373,132,797,-1
1129,12823,85,3443,1
1130,15864,345,145,1
1131,10056,48,122,2
1132,17426,484,186,1
1133,3888,2249,9,2
1134,17605,797,193,-1
1135,5096,544,13,1
1136,567,0,3192,1
1137,7866,113,29,2
1138,2502,4,196,-10
1139,22744,3020,838,3
1140,4014,9,41,5
1141,15991,580,149,10
1142,18267,614,225,1
1143,8977,37,1147,1
1144,17499,188,1423,1
1145,11892,227,72,1
1146,16262,155,1031,2
1147,3316,109,7,1
1148,1431,289,2,1
1149,11669,68,145,1
1150,21910,618,1687,2
1151,17173,177,2354,1
1152,21874,940,613,-10
1153,23351,2690,1234,1
1154,22003,641,1524,1
1155,688,0,746,1
1156,17905,208,2465,1
1157,22626,950,797,1
1158,7140,2195,24,1
1159,15780,2468,144,1
1160,2976,3780,6,-10
1161,6609,1284,21,1
1162,2120,3,806,1
1163,13337,178,94,2
1164,12845,85,3730,-10
1165,9462,1777,42,1
1166,23907,2292,2335,1
1167,15747,143,3261,1
1168,4250,3506,10,2
1169,15242,129,1645,1
1170,18527,240,1821,1
1171,705,0,122,1
1172,20157,1637,366,1
1173,9627,43,513,1
1174,19883,340,1001,3
1175,24150,3714,3731,-10
1176,4162,9,568,1
1177,13159,3622,91,2
1178,5976,867,17,5
1179,2462,4,288,1
1180,19864,339,920,2
1181,1102,1,53,8
1182,7998,29,881,1
1183,16394,160,2212,1
1184,24143,3698,3749,2
1185,18058,662,216,1
1186,10550,189,54,1
1187,11582,1494,68,1
1188,22109,664,1473,2
1189,23575,1481,1482,1
1190,19327,292,388,1
1191,8715,41,35,2
1192,21954,987,628,1
1193,12658,83,98,1
1194,1061,62,1,1
1195,10433,52,747,2
